question,True/False,ActualAnswer,Language
Happy sweeper statue in Mukachevo は 2010 年に完成しましたか？,True,2010,JA
Statue of Stepan Bandera in Ternopil は アニッシュ・カプーア によって作られましたか？,False,Roman Vilhushynsky,JA
Statue of Stepan Bandera in Ternopil は 1872 年に完成しましたか？,False,2008,JA
タラス・シェフチェンコ像 (モスクワ) は Michail Jakimovitsj Gritsjuk によって作られましたか？,True,Michail Jakimovitsj Gritsjuk,JA
タラス・シェフチェンコ像 (モスクワ) は 1964 年に完成しましたか？,True,1964,JA
"Monument to Mykhailo Hrushevskyi, Kyiv は Miklós Melocco によって作られましたか？",False,Volodymyr Chepelyk,JA
"Monument to Mykhailo Hrushevskyi, Kyiv は 1998 年に完成しましたか？",True,1998,JA
タラス・シェフチェンコ像 (チェルニーヒウ) は Volodymyr Chepelyk によって作られましたか？,True,Volodymyr Chepelyk,JA
タラス・シェフチェンコ像 (チェルニーヒウ) は 1992 年に完成しましたか？,True,1992,JA
Statue of Lesya Ukrainka は Mykhailo Chereshniovsky によって作られましたか？,True,Mykhailo Chereshniovsky,JA
Statue of Lesya Ukrainka は 1975 年に完成しましたか？,True,1975,JA
Monument to the Heroes of the Military Engineers' Army は Spiridon Georgescu によって作られましたか？,True,Spiridon Georgescu,JA
Monument to the Heroes of the Military Engineers' Army は 1929 年に完成しましたか？,True,1929,JA
Światowid は Hernando Tejada によって作られましたか？,False,Jerzy Sobociński,JA
Światowid は 1588 年に完成しましたか？,False,1973,JA
"Monuments ""Youth oath"" in Taganrog は Vladimir Grachyov によって作られましたか？",True,Vladimir Grachyov,JA
"Monuments ""Youth oath"" in Taganrog は 1973 年に完成しましたか？",True,1973,JA
Monument Abertura dos Portos は Domenico De Angelis によって作られましたか？,True,Domenico De Angelis,JA
Monument Abertura dos Portos は 1899 年に完成しましたか？,True,1899,JA
A. H. Tammsaare Memorial は Jaak Soans によって作られましたか？,True,Jaak Soans,JA
A. H. Tammsaare Memorial は 1978 年に完成しましたか？,True,1978,JA
Monument to the Revolution of 1905 は Juhan Raudsepp によって作られましたか？,True,Juhan Raudsepp,JA
Monument to the Revolution of 1905 は 1931 年に完成しましたか？,True,1931,JA
Hittite Sun Course Monument は ラモン・コンデ によって作られましたか？,False,Nusret Suman,JA
Hittite Sun Course Monument は 1904 年に完成しましたか？,False,1978,JA
Monument to Cuauhtémoc は アゴスティーノ・ロッチ によって作られましたか？,False,Miguel Noreña,JA
Monument to Cuauhtémoc は 1988 年に完成しましたか？,False,1887,JA
Monument als Xiquets de Valls は Charles Shepherd によって作られましたか？,False,Josep Busquets i Òdena,JA
Monument als Xiquets de Valls は 1880 年に完成しましたか？,False,1969,JA
La Mano de Punta del Este は Vasilie Mirzoyan によって作られましたか？,False,Mario Irarrázabal,JA
La Mano de Punta del Este は 1987 年に完成しましたか？,False,1982,JA
Lundeberg Derby Monument は Louis Bancel によって作られましたか？,False,Buster Simpson,JA
Lundeberg Derby Monument は 1920 年に完成しましたか？,False,1987,JA
Matka Vysočiny は カール・ゼフナー によって作られましたか？,False,Jan Habarta,JA
Matka Vysočiny は 1986 年に完成しましたか？,True,1986,JA
Monument to Narciso Díaz de Escovar は アルフレッド・マネシエ によって作られましたか？,False,Juan López López,JA
Monument to Narciso Díaz de Escovar は 1932 年に完成しましたか？,True,1932,JA
Héroes de Cavite は Miguel Noreña によって作られましたか？,False,Julio González Pola,JA
Héroes de Cavite は 1923 年に完成しましたか？,True,1923,JA
Monument to the soldiers of the Ural Volunteer Tank Corps は Francesco da Sangallo によって作られましたか？,False,Vladimir Druzin,JA
Monument to the soldiers of the Ural Volunteer Tank Corps は 1926 年に完成しましたか？,False,1962,JA
Number zero survey marker of the city of São Paulo は Jean G. Villin によって作られましたか？,True,Jean G. Villin,JA
Number zero survey marker of the city of São Paulo は 1934 年に完成しましたか？,True,1934,JA
Ayrton Senna Monument は Melinda Garcia によって作られましたか？,True,Melinda Garcia,JA
Ayrton Senna Monument は 1995 年に完成しましたか？,True,1995,JA
Guaicaipuro monument は Rafael de la Cova によって作られましたか？,True,Rafael de la Cova,JA
Guaicaipuro monument は 1828 年に完成しましたか？,False,1904,JA
Monument of Family in Katowice は Mário Cravo によって作られましたか？,False,Jerzy Kwiatkowski,JA
Monument of Family in Katowice は 1963 年に完成しましたか？,True,1963,JA
Wasserwand は Jürgen Karnopp によって作られましたか？,True,Jürgen Karnopp,JA
Wasserwand は 1984 年に完成しましたか？,True,1984,JA
Monument to the Processionist は Manuel Ardil Pagán によって作られましたか？,True,Manuel Ardil Pagán,JA
Monument to the Processionist は 1912 年に完成しましたか？,False,1983,JA
Casino de Murcia は Manuel Castaños Agáñez によって作られましたか？,True,Manuel Castaños Agáñez,JA
Casino de Murcia は 1852 年に完成しましたか？,True,1852,JA
Eternal Light Peace Memorial は Zair Azgur によって作られましたか？,False,リー・ロウリー,JA
Eternal Light Peace Memorial は 1938 年に完成しましたか？,True,1938,JA
Tchaikovsky Monument は ハンス・ダンマン によって作られましたか？,False,ヴェラ・ムーヒナ,JA
Tchaikovsky Monument は 1954 年に完成しましたか？,True,1954,JA
Sculpture of Gottfried Semper は Johannes Schilling によって作られましたか？,True,Johannes Schilling,JA
Sculpture of Gottfried Semper は 1892 年に完成しましたか？,True,1892,JA
"Schiller monument, Vienna は モーリス・エステーヴ によって作られましたか？",False,Johannes Schilling,JA
"Schiller monument, Vienna は 1876 年に完成しましたか？",True,1876,JA
Friedrich Reinhold Kreutzwald monument は Amandus Adamson によって作られましたか？,True,Amandus Adamson,JA
Friedrich Reinhold Kreutzwald monument は 1926 年に完成しましたか？,True,1926,JA
Nikolai Vatutin monument は エヴゲニ・ヴチェティチ によって作られましたか？,True,エヴゲニ・ヴチェティチ,JA
Nikolai Vatutin monument は 1948 年に完成しましたか？,True,1948,JA
Monument to the 1st Cavalry Army は Julius Moser によって作られましたか？,False,エヴゲニ・ヴチェティチ,JA
Monument to the 1st Cavalry Army は 1946 年に完成しましたか？,False,1972,JA
monument to Alessandro Rossi は ジュリオ・モンテヴェルデ によって作られましたか？,True,ジュリオ・モンテヴェルデ,JA
monument to Alessandro Rossi は 1894 年に完成しましたか？,False,1902,JA
"Statue of Alexander von Humboldt, Berlin は ラインホルト・ベーガス によって作られましたか？",True,ラインホルト・ベーガス,JA
"Statue of Alexander von Humboldt, Berlin は 1869 年に完成しましたか？",False,1883,JA
Hölty memorial は アルブレヒト・カウフ によって作られましたか？,False,Karl Gundelach,JA
Hölty memorial は 1865 年に完成しましたか？,False,1901,JA
Stepan Shahumyan Monument は セルゲイ・メルクーロフ によって作られましたか？,True,セルゲイ・メルクーロフ,JA
Stepan Shahumyan Monument は 1813 年に完成しましたか？,False,1931,JA
Timiryazev monument in Moscow は Karina Raeck によって作られましたか？,False,セルゲイ・メルクーロフ,JA
Timiryazev monument in Moscow は 1923 年に完成しましたか？,True,1923,JA
Virxe da Rocha は サルヴァトーレ・ガラウ によって作られましたか？,False,マリアーノ・ベンリウレ,JA
Virxe da Rocha は 1930 年に完成しましたか？,True,1930,JA
Alexander Spendiaryan's monument は Ghukas Chubaryan によって作られましたか？,True,Ghukas Chubaryan,JA
Alexander Spendiaryan's monument は 1953 年に完成しましたか？,True,1953,JA
Monument to Mkhitar Gosh は Ghukas Chubaryan によって作られましたか？,True,Ghukas Chubaryan,JA
Monument to Mkhitar Gosh は 0122 年に完成しましたか？,False,1953,JA
Madeleine de Verchères Monument は マシュー・コーツ・ワイアット によって作られましたか？,False,ルイ＝フィリップ・エベール,JA
Madeleine de Verchères Monument は 1913 年に完成しましたか？,True,1913,JA
Yanka Kupala Monument は Karl Gundelach によって作られましたか？,False,Lev Gumilevsky,JA
Yanka Kupala Monument は 2007 年に完成しましたか？,True,2007,JA
Arch of Charents は ラファエル・イスラエリヤン によって作られましたか？,True,ラファエル・イスラエリヤン,JA
Arch of Charents は 1957 年に完成しましたか？,True,1957,JA
"Armenian Genocide Memorial, Yerevan, Gajagortsneri St. は ラファエル・イスラエリヤン によって作られましたか？",True,ラファエル・イスラエリヤン,JA
"Armenian Genocide Memorial, Yerevan, Gajagortsneri St. は 1843 年に完成しましたか？",False,1965,JA
Monument to Lenin in Zaporizhzhia は Mykhailo Lysenko によって作られましたか？,True,Mykhailo Lysenko,JA
Monument to Lenin in Zaporizhzhia は 1964 年に完成しましたか？,True,1964,JA
Monument to Nikola Tesla (Baku) は ヘルマン・ヴィルヘルム・ビッセン によって作られましたか？,False,オマル・エリダロフ,JA
Monument to Nikola Tesla (Baku) は 1828 年に完成しましたか？,False,2013,JA
Stepan Shahumyan monument in Malatia-Sebastia は マリアーノ・ベンリウレ によって作られましたか？,False,Frid Soghoyan,JA
Stepan Shahumyan monument in Malatia-Sebastia は 1970 年に完成しましたか？,True,1970,JA
ディルガンタラ記念碑 は Edhi Sunarso によって作られましたか？,True,Edhi Sunarso,JA
ディルガンタラ記念碑 は 1811 年に完成しましたか？,False,1966,JA
Armenian Genocide Memorial in Issy-les-Moulineaux は David Erevantzi によって作られましたか？,True,David Erevantzi,JA
Armenian Genocide Memorial in Issy-les-Moulineaux は 1644 年に完成しましたか？,False,1982,JA
タルトゥ は Walter Schmarje によって作られましたか？,False,Jaak Soans,JA
タルトゥ は 1918 年に完成しましたか？,False,1994,JA
Monument to Francysk Skaryna in Polack は Peter Clodt Von Jürgensburg によって作られましたか？,False,Andrey Zaspitski,JA
