question,True/False,ActualAnswer,Language
イベント'Ambush of the steamboat J. R. Williams'は1864.0年に行われました。,True,1864.0,JA
イベント'Battle of Lewisburg'はアメリカ合衆国で行われました。,True,アメリカ合衆国,JA
イベント'Battle of Lewisburg'は1920.0年に行われました。,False,1862.0,JA
イベント'Battle of Fort Lee'はアメリカ合衆国で行われました。,True,アメリカ合衆国,JA
イベント'Battle of Fort Lee'は1776.0年に行われました。,True,1776.0,JA
イベント'レッドバンクの戦い'はアメリカ合衆国で行われました。,True,アメリカ合衆国,JA
イベント'レッドバンクの戦い'は1417.0年に行われました。,False,1777.0,JA
イベント'Battle of Cherbourg'はフランスで行われました。,True,フランス,JA
イベント'Battle of Cherbourg'は1864.0年に行われました。,True,1864.0,JA
イベント'Battle of Marietta'はアメリカ合衆国で行われました。,True,アメリカ合衆国,JA
イベント'Battle of Marietta'は1504.0年に行われました。,False,1864.0,JA
イベント'Battle of Fairfax Court House'はアメリカ合衆国で行われました。,True,アメリカ合衆国,JA
イベント'Battle of Fairfax Court House'は1861.0年に行われました。,True,1861.0,JA
イベント'Battle of Aberllech'はアメリカ合衆国で行われました。,False,イギリス,JA
イベント'Battle of Aberllech'は1086.0年に行われました。,True,1086.0,JA
イベント'Battle of New Hope Church'はアメリカ合衆国で行われました。,True,アメリカ合衆国,JA
イベント'Battle of New Hope Church'は1864.0年に行われました。,True,1864.0,JA
イベント'Samba Rebellion'はフランスで行われました。,False,アメリカ合衆国,JA
イベント'Samba Rebellion'は1731.0年に行われました。,True,1731.0,JA
イベント'Battle of the Tombettes'はイギリスで行われました。,False,フランス,JA
イベント'Battle of the Tombettes'は1862.0年に行われました。,False,1800.0,JA
イベント'サベイジ駅の戦い'はアメリカ合衆国で行われました。,True,アメリカ合衆国,JA
イベント'サベイジ駅の戦い'は1862.0年に行われました。,True,1862.0,JA
イベント'Battle of Kabletown'はフランスで行われました。,False,アメリカ合衆国,JA
イベント'Battle of Kabletown'は1864.0年に行われました。,True,1864.0,JA
イベント'Battle of Carbonne'はイギリスで行われました。,False,フランス,JA
イベント'Battle of Carbonne'は1799.0年に行われました。,True,1799.0,JA
イベント'Battle of Brownstown'はドイツで行われました。,False,アメリカ合衆国,JA
イベント'Battle of Brownstown'は1943.0年に行われました。,False,1812.0,JA
イベント'アッツ島の戦い'はアメリカ合衆国で行われました。,True,アメリカ合衆国,JA
イベント'アッツ島の戦い'は1658.0年に行われました。,False,1943.0,JA
イベント'Battle of Nice'はフランスで行われました。,True,フランス,JA
イベント'Battle of Nice'は1944.0年に行われました。,True,1944.0,JA
イベント'湊川の戦い'はドイツで行われました。,False,日本,JA
イベント'湊川の戦い'は1336.0年に行われました。,True,1336.0,JA
イベント'バルカー島の戦い'はトルコで行われました。,False,アメリカ合衆国,JA
イベント'バルカー島の戦い'は1776.0年に行われました。,True,1776.0,JA
イベント'Battle of Irish Bend'はフランスで行われました。,False,アメリカ合衆国,JA
イベント'Battle of Irish Bend'は1863.0年に行われました。,True,1863.0,JA
イベント'Battle of Landes-Genusson'はイギリスで行われました。,False,フランス,JA
イベント'Battle of Landes-Genusson'は1795.0年に行われました。,True,1795.0,JA
イベント'Battle of Laval'はフランスで行われました。,True,フランス,JA
イベント'Battle of Laval'は1793.0年に行われました。,True,1793.0,JA
イベント'三島事件'はアメリカ合衆国で行われました。,False,日本,JA
イベント'三島事件'は1674.0年に行われました。,False,1970.0,JA
イベント'ビュザンヴァルの戦い'はドイツで行われました。,False,フランス,JA
イベント'ビュザンヴァルの戦い'は1488.0年に行われました。,False,1871.0,JA
イベント'Action at Mount Zion Church'はドイツで行われました。,False,アメリカ合衆国,JA
イベント'Action at Mount Zion Church'は1864.0年に行われました。,True,1864.0,JA
イベント'Battle of Mokuohai'はアメリカ合衆国で行われました。,True,アメリカ合衆国,JA
イベント'Battle of Mokuohai'は1390.0年に行われました。,False,1782.0,JA
イベント'ムン'はフランスで行われました。,True,フランス,JA
イベント'ムン'は1429.0年に行われました。,True,1429.0,JA
イベント'シャルトル包囲戦'はトルコで行われました。,False,フランス,JA
イベント'シャルトル包囲戦'は1969.0年に行われました。,False,911.0,JA
イベント'シャトー＝ティエリの戦い (1918年)'はイギリスで行われました。,False,フランス,JA
イベント'シャトー＝ティエリの戦い (1918年)'は1918.0年に行われました。,True,1918.0,JA
イベント'トロイヤの戦い'はフランスで行われました。,True,フランス,JA
イベント'トロイヤの戦い'は1793.0年に行われました。,True,1793.0,JA
イベント'First Battle of Fontenay-le-Comte'はフランスで行われました。,True,フランス,JA
イベント'First Battle of Fontenay-le-Comte'は1205.0年に行われました。,False,1793.0,JA
イベント'第一次シャンパーニュ会戦'はアメリカ合衆国で行われました。,False,フランス,JA
イベント'第一次シャンパーニュ会戦'は1914.0年に行われました。,True,1914.0,JA
イベント'ナンシーの戦い'はアメリカ合衆国で行われました。,False,フランス,JA
イベント'ナンシーの戦い'は1477.0年に行われました。,True,1477.0,JA
イベント'Battle of Hundheim'はドイツで行われました。,True,ドイツ,JA
イベント'Battle of Hundheim'は1876.0年に行われました。,False,1866.0,JA
イベント'フライベルクの戦い'はドイツで行われました。,True,ドイツ,JA
イベント'フライベルクの戦い'は1047.0年に行われました。,False,1762.0,JA
イベント'Battle of the Overpass'はイギリスで行われました。,False,アメリカ合衆国,JA
イベント'Battle of the Overpass'は1937.0年に行われました。,True,1937.0,JA
イベント'Marias Massacre'は日本で行われました。,False,アメリカ合衆国,JA
イベント'Marias Massacre'は1778.0年に行われました。,False,1870.0,JA
イベント'First Battle of Morlancourt'はイギリスで行われました。,False,フランス,JA
イベント'First Battle of Morlancourt'は1918.0年に行われました。,True,1918.0,JA
イベント'甲州勝沼の戦い'はドイツで行われました。,False,日本,JA
イベント'甲州勝沼の戦い'は1868.0年に行われました。,True,1868.0,JA
イベント'フランス革命'はフランスで行われました。,True,フランス,JA
イベント'フランス革命'は1841.0年に行われました。,False,1789.0,JA
イベント'Battle of Rivers' Bridge'はアメリカ合衆国で行われました。,True,アメリカ合衆国,JA
イベント'Battle of Rivers' Bridge'は1865.0年に行われました。,True,1865.0,JA
イベント'Battle of the Delaware Capes'はアメリカ合衆国で行われました。,True,アメリカ合衆国,JA
イベント'Battle of the Delaware Capes'は1782.0年に行われました。,True,1782.0,JA
イベント'Battle of  Saint-Melaine'はイギリスで行われました。,False,フランス,JA
イベント'Battle of  Saint-Melaine'は1871.0年に行われました。,True,1871.0,JA
イベント'一言坂の戦い'はアメリカ合衆国で行われました。,False,日本,JA
イベント'一言坂の戦い'は1572.0年に行われました。,True,1572.0,JA
イベント'Battle of Échaubrognes'はフランスで行われました。,True,フランス,JA
イベント'Battle of Échaubrognes'は1815.0年に行われました。,True,1815.0,JA
イベント'Battle of the Orbieu'はトルコで行われました。,False,フランス,JA
イベント'Battle of the Orbieu'は1251.0年に行われました。,False,793.0,JA
イベント'Battle of Birch Coulee'はドイツで行われました。,False,アメリカ合衆国,JA
イベント'Battle of Birch Coulee'は1862.0年に行われました。,True,1862.0,JA
イベント'スカリー・クリークの戦い'はアメリカ合衆国で行われました。,True,アメリカ合衆国,JA
イベント'スカリー・クリークの戦い'は1585.0年に行われました。,False,1861.0,JA
