language,question,correct_answer
JA,Egrets in a Lotus Pond の創作者は誰ですか？,山本梅逸
JA,Egrets in a Lotus Pond は何年に完成しましたか？,1852
EN,Who is the creator of Landscapes of the Four Seasons?,Takaku Aigai
EN,In which year was Landscapes of the Four Seasons completed?,1833
FR,Qui est le créateur de Landscapes of the Four Seasons?,Takaku Aigai
FR,En quelle année Landscapes of the Four Seasons a-t-il été achevé?,1833
DE,Wer ist der Schöpfer von Landscapes of the Four Seasons?,Takaku Aigai
DE,In welchem Jahr wurde Landscapes of the Four Seasons fertiggestellt?,1833
TR,Landscapes of the Four Seasons'in yaratıcısı kim?,Takaku Aiga
TR,Landscapes of the Four Seasons hangi yılda tamamlandı?,1833
JA,Landscapes of the Four Seasons の創作者は誰ですか？,高久靄厓
JA,Landscapes of the Four Seasons は何年に完成しましたか？,1833
EN,"Who is the creator of ""Convenience in Drawing Water"" from Jūben (Ten Conveniences); ""Pleasure of Dawn"" from Jūgi (Ten Pleasures)?",Totoki Baigai
EN,"In which year was ""Convenience in Drawing Water"" from Jūben (Ten Conveniences); ""Pleasure of Dawn"" from Jūgi (Ten Pleasures) completed?",1800
FR,"Qui est le créateur de ""Convenience in Drawing Water"" from Jūben (Ten Conveniences); ""Pleasure of Dawn"" from Jūgi (Ten Pleasures)?",Totoki Baigai
FR,"En quelle année ""Convenience in Drawing Water"" from Jūben (Ten Conveniences); ""Pleasure of Dawn"" from Jūgi (Ten Pleasures) a-t-il été achevé?",1800
DE,"Wer ist der Schöpfer von ""Convenience in Drawing Water"" from Jūben (Ten Conveniences); ""Pleasure of Dawn"" from Jūgi (Ten Pleasures)?",Totoki Baigai
DE,"In welchem Jahr wurde ""Convenience in Drawing Water"" from Jūben (Ten Conveniences); ""Pleasure of Dawn"" from Jūgi (Ten Pleasures) fertiggestellt?",1800
TR,"""Convenience in Drawing Water"" from Jūben (Ten Conveniences); ""Pleasure of Dawn"" from Jūgi (Ten Pleasures)'in yaratıcısı kim?",Totoki Baigai
TR,"""Convenience in Drawing Water"" from Jūben (Ten Conveniences); ""Pleasure of Dawn"" from Jūgi (Ten Pleasures) hangi yılda tamamlandı?",1800
JA,"""Convenience in Drawing Water"" from Jūben (Ten Conveniences); ""Pleasure of Dawn"" from Jūgi (Ten Pleasures) の創作者は誰ですか？",十時梅厓
JA,"""Convenience in Drawing Water"" from Jūben (Ten Conveniences); ""Pleasure of Dawn"" from Jūgi (Ten Pleasures) は何年に完成しましたか？",1800
EN,Who is the creator of Daruma?,Totoki Baigai
EN,In which year was Daruma completed?,1749
FR,Qui est le créateur de Daruma?,Totoki Baigai
FR,En quelle année Daruma a-t-il été achevé?,1749
DE,Wer ist der Schöpfer von Daruma?,Totoki Baigai
DE,In welchem Jahr wurde Daruma fertiggestellt?,1749
TR,Daruma'in yaratıcısı kim?,Totoki Baigai
TR,Daruma hangi yılda tamamlandı?,1749
JA,Daruma の創作者は誰ですか？,十時梅厓
JA,Daruma は何年に完成しましたか？,1749
EN,Who is the creator of Sparklers on Summer Evening?,Shiokawa Bunrin
EN,In which year was Sparklers on Summer Evening completed?,1741
FR,Qui est le créateur de Sparklers on Summer Evening?,Bunrin
FR,En quelle année Sparklers on Summer Evening a-t-il été achevé?,1741
DE,Wer ist der Schöpfer von Sparklers on Summer Evening?,Bunrin
DE,In welchem Jahr wurde Sparklers on Summer Evening fertiggestellt?,1741
TR,Sparklers on Summer Evening'in yaratıcısı kim?,Shiokawa Bunrin
TR,Sparklers on Summer Evening hangi yılda tamamlandı?,1741
JA,Sparklers on Summer Evening の創作者は誰ですか？,塩川文麟
JA,Sparklers on Summer Evening は何年に完成しましたか？,1741
EN,Who is the creator of Courtesan Enjoying a Cool Summer Evening?,Haritsu Ogawa
EN,In which year was Courtesan Enjoying a Cool Summer Evening completed?,1741
FR,Qui est le créateur de Courtesan Enjoying a Cool Summer Evening?,Haritsu Ogawa
FR,En quelle année Courtesan Enjoying a Cool Summer Evening a-t-il été achevé?,1741
DE,Wer ist der Schöpfer von Courtesan Enjoying a Cool Summer Evening?,Ogawa Haritsu
DE,In welchem Jahr wurde Courtesan Enjoying a Cool Summer Evening fertiggestellt?,1741
TR,Courtesan Enjoying a Cool Summer Evening'in yaratıcısı kim?,Haritsu Ogawa
TR,Courtesan Enjoying a Cool Summer Evening hangi yılda tamamlandı?,1741
JA,Courtesan Enjoying a Cool Summer Evening の創作者は誰ですか？,小川破笠
JA,Courtesan Enjoying a Cool Summer Evening は何年に完成しましたか？,1741
EN,Who is the creator of Dutchman with a Servant?,Kawahara Keiga
EN,In which year was Dutchman with a Servant completed?,1816
FR,Qui est le créateur de Dutchman with a Servant?,Kawahara Keiga
FR,En quelle année Dutchman with a Servant a-t-il été achevé?,1816
DE,Wer ist der Schöpfer von Dutchman with a Servant?,Kawahara Keiga
DE,In welchem Jahr wurde Dutchman with a Servant fertiggestellt?,1816
TR,Dutchman with a Servant'in yaratıcısı kim?,Kawahara Keiga
TR,Dutchman with a Servant hangi yılda tamamlandı?,1816
JA,Dutchman with a Servant の創作者は誰ですか？,川原慶賀
JA,Dutchman with a Servant は何年に完成しましたか？,1816
EN,Who is the creator of Cock and Hen?,Kawabata Gyokushō
EN,In which year was Cock and Hen completed?,1889
FR,Qui est le créateur de Cock and Hen?,Gyokusho Kawabata
FR,En quelle année Cock and Hen a-t-il été achevé?,1889
DE,Wer ist der Schöpfer von Cock and Hen?,Gyokusho Kawabata
DE,In welchem Jahr wurde Cock and Hen fertiggestellt?,1889
TR,Cock and Hen'in yaratıcısı kim?,Kawabata Gyokushō
TR,Cock and Hen hangi yılda tamamlandı?,1889
JA,Cock and Hen の創作者は誰ですか？,川端玉章
JA,Cock and Hen は何年に完成しましたか？,1889
EN,Who is the creator of Crane Among Reeds?,Kawabata Gyokushō
EN,In which year was Crane Among Reeds completed?,1889
FR,Qui est le créateur de Crane Among Reeds?,Gyokusho Kawabata
FR,En quelle année Crane Among Reeds a-t-il été achevé?,1889
DE,Wer ist der Schöpfer von Crane Among Reeds?,Gyokusho Kawabata
DE,In welchem Jahr wurde Crane Among Reeds fertiggestellt?,1889
TR,Crane Among Reeds'in yaratıcısı kim?,Kawabata Gyokushō
TR,Crane Among Reeds hangi yılda tamamlandı?,1889
JA,Crane Among Reeds の創作者は誰ですか？,川端玉章
JA,Crane Among Reeds は何年に完成しましたか？,1889
EN,Who is the creator of Squirrel Eating Chestnuts?,Kawabata Gyokushō
EN,In which year was Squirrel Eating Chestnuts completed?,1889
FR,Qui est le créateur de Squirrel Eating Chestnuts?,Gyokusho Kawabata
FR,En quelle année Squirrel Eating Chestnuts a-t-il été achevé?,1889
DE,Wer ist der Schöpfer von Squirrel Eating Chestnuts?,Gyokusho Kawabata
DE,In welchem Jahr wurde Squirrel Eating Chestnuts fertiggestellt?,1889
TR,Squirrel Eating Chestnuts'in yaratıcısı kim?,Kawabata Gyokushō
TR,Squirrel Eating Chestnuts hangi yılda tamamlandı?,1889
JA,Squirrel Eating Chestnuts の創作者は誰ですか？,川端玉章
JA,Squirrel Eating Chestnuts は何年に完成しましたか？,1889
EN,Who is the creator of A Pair of Puppies?,Kawabata Gyokushō
EN,In which year was A Pair of Puppies completed?,1868
FR,Qui est le créateur de A Pair of Puppies?,Gyokusho Kawabata
FR,En quelle année A Pair of Puppies a-t-il été achevé?,1868
DE,Wer ist der Schöpfer von A Pair of Puppies?,Gyokusho Kawabata
DE,In welchem Jahr wurde A Pair of Puppies fertiggestellt?,1868
TR,A Pair of Puppies'in yaratıcısı kim?,Kawabata Gyokushō
TR,A Pair of Puppies hangi yılda tamamlandı?,1868
JA,A Pair of Puppies の創作者は誰ですか？,川端玉章
JA,A Pair of Puppies は何年に完成しましたか？,1868
EN,Who is the creator of Bird at the Water's Edge?,Kawabata Gyokushō
EN,In which year was Bird at the Water's Edge completed?,1889
FR,Qui est le créateur de Bird at the Water's Edge?,Gyokusho Kawabata
FR,En quelle année Bird at the Water's Edge a-t-il été achevé?,1889
DE,Wer ist der Schöpfer von Bird at the Water's Edge?,Gyokusho Kawabata
DE,In welchem Jahr wurde Bird at the Water's Edge fertiggestellt?,1889
TR,Bird at the Water's Edge'in yaratıcısı kim?,Kawabata Gyokushō
TR,Bird at the Water's Edge hangi yılda tamamlandı?,1889
JA,Bird at the Water's Edge の創作者は誰ですか？,川端玉章
JA,Bird at the Water's Edge は何年に完成しましたか？,1889
EN,Who is the creator of Cat Seen from Behind?,Kawabata Gyokushō
EN,In which year was Cat Seen from Behind completed?,1868
FR,Qui est le créateur de Cat Seen from Behind?,Gyokusho Kawabata
FR,En quelle année Cat Seen from Behind a-t-il été achevé?,1868
DE,Wer ist der Schöpfer von Cat Seen from Behind?,Gyokusho Kawabata
DE,In welchem Jahr wurde Cat Seen from Behind fertiggestellt?,1868
TR,Cat Seen from Behind'in yaratıcısı kim?,Kawabata Gyokushō
TR,Cat Seen from Behind hangi yılda tamamlandı?,1868
JA,Cat Seen from Behind の創作者は誰ですか？,川端玉章
JA,Cat Seen from Behind は何年に完成しましたか？,1868
EN,Who is the creator of Pair of Ducks?,Kawabata Gyokushō
EN,In which year was Pair of Ducks completed?,1889
FR,Qui est le créateur de Pair of Ducks?,Gyokusho Kawabata
FR,En quelle année Pair of Ducks a-t-il été achevé?,1889
DE,Wer ist der Schöpfer von Pair of Ducks?,Gyokusho Kawabata
DE,In welchem Jahr wurde Pair of Ducks fertiggestellt?,1889
TR,Pair of Ducks'in yaratıcısı kim?,Kawabata Gyokushō
TR,Pair of Ducks hangi yılda tamamlandı?,1889
JA,Pair of Ducks の創作者は誰ですか？,川端玉章
JA,Pair of Ducks は何年に完成しましたか？,1889
EN,Who is the creator of Small Birds and Bamboo?,Kawabata Gyokushō
EN,In which year was Small Birds and Bamboo completed?,1889
FR,Qui est le créateur de Small Birds and Bamboo?,Gyokusho Kawabata
FR,En quelle année Small Birds and Bamboo a-t-il été achevé?,1889
DE,Wer ist der Schöpfer von Small Birds and Bamboo?,Gyokusho Kawabata
DE,In welchem Jahr wurde Small Birds and Bamboo fertiggestellt?,1889
TR,Small Birds and Bamboo'in yaratıcısı kim?,Kawabata Gyokushō
TR,Small Birds and Bamboo hangi yılda tamamlandı?,1889
JA,Small Birds and Bamboo の創作者は誰ですか？,川端玉章
JA,Small Birds and Bamboo は何年に完成しましたか？,1889
EN,Who is the creator of River Scene with Rocky Hills in Background?,Kawabata Gyokushō
EN,In which year was River Scene with Rocky Hills in Background completed?,1868
FR,Qui est le créateur de River Scene with Rocky Hills in Background?,Gyokusho Kawabata
FR,En quelle année River Scene with Rocky Hills in Background a-t-il été achevé?,1868
DE,Wer ist der Schöpfer von River Scene with Rocky Hills in Background?,Gyokusho Kawabata
DE,In welchem Jahr wurde River Scene with Rocky Hills in Background fertiggestellt?,1868
TR,River Scene with Rocky Hills in Background'in yaratıcısı kim?,Kawabata Gyokushō
TR,River Scene with Rocky Hills in Background hangi yılda tamamlandı?,1868
JA,River Scene with Rocky Hills in Background の創作者は誰ですか？,川端玉章
JA,River Scene with Rocky Hills in Background は何年に完成しましたか？,1868
EN,Who is the creator of Traveling by Moonlight?,Kawabata Gyokushō
EN,In which year was Traveling by Moonlight completed?,1800
FR,Qui est le créateur de Traveling by Moonlight?,Gyokusho Kawabata
FR,En quelle année Traveling by Moonlight a-t-il été achevé?,1800
DE,Wer ist der Schöpfer von Traveling by Moonlight?,Gyokusho Kawabata
DE,In welchem Jahr wurde Traveling by Moonlight fertiggestellt?,1800
TR,Traveling by Moonlight'in yaratıcısı kim?,Kawabata Gyokushō
TR,Traveling by Moonlight hangi yılda tamamlandı?,1800
JA,Traveling by Moonlight の創作者は誰ですか？,川端玉章
JA,Traveling by Moonlight は何年に完成しましたか？,1800
EN,Who is the creator of Blossoms by a River?,Kawabata Gyokushō
EN,In which year was Blossoms by a River completed?,1800
FR,Qui est le créateur de Blossoms by a River?,Gyokusho Kawabata
FR,En quelle année Blossoms by a River a-t-il été achevé?,1800
DE,Wer ist der Schöpfer von Blossoms by a River?,Gyokusho Kawabata
DE,In welchem Jahr wurde Blossoms by a River fertiggestellt?,1800
TR,Blossoms by a River'in yaratıcısı kim?,Kawabata Gyokushō
TR,Blossoms by a River hangi yılda tamamlandı?,1800
JA,Blossoms by a River の創作者は誰ですか？,川端玉章
JA,Blossoms by a River は何年に完成しましたか？,1800
EN,Who is the creator of Bamboo in Snow?,Kuwayama Gyokushū
EN,In which year was Bamboo in Snow completed?,1783
FR,Qui est le créateur de Bamboo in Snow?,Kuwayama Gyokushū
FR,En quelle année Bamboo in Snow a-t-il été achevé?,1783
DE,Wer ist der Schöpfer von Bamboo in Snow?,Kuwayama Gyokushū
DE,In welchem Jahr wurde Bamboo in Snow fertiggestellt?,1783
TR,Bamboo in Snow'in yaratıcısı kim?,Kuwayama Gyokushū
TR,Bamboo in Snow hangi yılda tamamlandı?,1783
JA,Bamboo in Snow の創作者は誰ですか？,桑山玉洲
JA,Bamboo in Snow は何年に完成しましたか？,1783
EN,Who is the creator of Flowers and Birds of the Four Seasons?,Ikeda Koson
EN,In which year was Flowers and Birds of the Four Seasons completed?,1850
FR,Qui est le créateur de Flowers and Birds of the Four Seasons?,Ikeda Koson
FR,En quelle année Flowers and Birds of the Four Seasons a-t-il été achevé?,1850
DE,Wer ist der Schöpfer von Flowers and Birds of the Four Seasons?,Ikeda Koson
DE,In welchem Jahr wurde Flowers and Birds of the Four Seasons fertiggestellt?,1850
TR,Flowers and Birds of the Four Seasons'in yaratıcısı kim?,Ikeda Koson
TR,Flowers and Birds of the Four Seasons hangi yılda tamamlandı?,1850
JA,Flowers and Birds of the Four Seasons の創作者は誰ですか？,池田孤邨
JA,Flowers and Birds of the Four Seasons は何年に完成しましたか？,1850
EN,Who is the creator of Puppeteer?,Hokuba
EN,In which year was Puppeteer completed?,1822
FR,Qui est le créateur de Puppeteer?,Hokuba
FR,En quelle année Puppeteer a-t-il été achevé?,1822
DE,Wer ist der Schöpfer von Puppeteer?,Hokuba
DE,In welchem Jahr wurde Puppeteer fertiggestellt?,1822
TR,Puppeteer'in yaratıcısı kim?,Hokuba
TR,Puppeteer hangi yılda tamamlandı?,1822
JA,Puppeteer の創作者は誰ですか？,蹄斎北馬
JA,Puppeteer は何年に完成しましたか？,1822
EN,Who is the creator of Taking Shelter from the Rain?,Hokuba
EN,In which year was Taking Shelter from the Rain completed?,1822
FR,Qui est le créateur de Taking Shelter from the Rain?,Hokuba
FR,En quelle année Taking Shelter from the Rain a-t-il été achevé?,1822
DE,Wer ist der Schöpfer von Taking Shelter from the Rain?,Hokuba
DE,In welchem Jahr wurde Taking Shelter from the Rain fertiggestellt?,1822
TR,Taking Shelter from the Rain'in yaratıcısı kim?,Hokuba
TR,Taking Shelter from the Rain hangi yılda tamamlandı?,1822
JA,Taking Shelter from the Rain の創作者は誰ですか？,蹄斎北馬
JA,Taking Shelter from the Rain は何年に完成しましたか？,1822
EN,Who is the creator of Five Beauties?,Hokuba
EN,In which year was Five Beauties completed?,1840
FR,Qui est le créateur de Five Beauties?,Hokuba
FR,En quelle année Five Beauties a-t-il été achevé?,1840
DE,Wer ist der Schöpfer von Five Beauties?,Hokuba
DE,In welchem Jahr wurde Five Beauties fertiggestellt?,1840
TR,Five Beauties'in yaratıcısı kim?,Hokuba
TR,Five Beauties hangi yılda tamamlandı?,1840
JA,Five Beauties の創作者は誰ですか？,蹄斎北馬
JA,Five Beauties は何年に完成しましたか？,1840
EN,Who is the creator of Green Peaks?,Noro Kaiseki
EN,In which year was Green Peaks completed?,1826
FR,Qui est le créateur de Green Peaks?,Noro Kaiseki
FR,En quelle année Green Peaks a-t-il été achevé?,1826
DE,Wer ist der Schöpfer von Green Peaks?,Noro Kaiseki
DE,In welchem Jahr wurde Green Peaks fertiggestellt?,1826
TR,Green Peaks'in yaratıcısı kim?,Noro Kaiseki
TR,Green Peaks hangi yılda tamamlandı?,1826
JA,Green Peaks の創作者は誰ですか？,野呂介石
JA,Green Peaks は何年に完成しましたか？,1826
EN,Who is the creator of Fantastic Rocks with Cascading Waterfall; Fishing Boats by a Lake Hamlet?,Aiseki
EN,In which year was Fantastic Rocks with Cascading Waterfall; Fishing Boats by a Lake Hamlet completed?,1824
FR,Qui est le créateur de Fantastic Rocks with Cascading Waterfall; Fishing Boats by a Lake Hamlet?,Aiseki
FR,En quelle année Fantastic Rocks with Cascading Waterfall; Fishing Boats by a Lake Hamlet a-t-il été achevé?,1824
DE,Wer ist der Schöpfer von Fantastic Rocks with Cascading Waterfall; Fishing Boats by a Lake Hamlet?,Aiseki
DE,In welchem Jahr wurde Fantastic Rocks with Cascading Waterfall; Fishing Boats by a Lake Hamlet fertiggestellt?,1824
TR,Fantastic Rocks with Cascading Waterfall; Fishing Boats by a Lake Hamlet'in yaratıcısı kim?,Aiseki
TR,Fantastic Rocks with Cascading Waterfall; Fishing Boats by a Lake Hamlet hangi yılda tamamlandı?,1824
